Store name as per Uber Eats manager,External store ID as per Uber Eats manager,Order ID as per Uber Eats manager,Unique ID to identify the order ,"The mode of order fulfillment whether it was delivery by courier via Uber network, delivery by merchant, Pick-up by customer or Dine-in",Mode of payment used for order payment,"The platform from which the customer ordered, (i.e. iOS, Android, Uber Eats Web)","Either: Completed (eater received food), Cancelled (order cancelled by eater or support), Refund (eater was refunded for order), or Unfulfilled (order was not able to be completed)","Local date the order was placed, or local date of the original order placed for which there is a refund",Local timestamp for when order was accepted by the merchant ,Uber membership status of the customer who placed the order,Total item sales excl tax ,Tax on total item sales in the order,Total item sales incl tax,Amount merchants are responsible for refunding customers when they report order errors (excl tax),Tax Refund On Sales,Amount merchants are responsible for refunding customers when they report order errors (incl tax),Adjustments merchants made to the price of items once an order has been placed (excl tax),Tax on in-store price adjustments,Merchant promotions applied to the order,Tax on merchant promotions applied to the order,Merchant promotions applied to the delivery fee charged to Eaters,Tax on merchant promotions applied to the delivery fee charged to Eaters,Offer Redemption Fee,Fee charged to eater by the merchant for the packaging material,Amount merchant charges Uber for co-funded marketing campaigns. Varies depending on co-funding % for the campaign.,"Total item sales including promotions, adjustments and bag fee incl tax where applicable","The fee Uber charges to merchant to make their store visible to potential customers, provide support and other related services ( %fee is applied to sub-total before discounts) ",The % Marketplace fee Uber charges merchant,Tax on Marketplace fee charged to merchant by Uber,Fixed Fee charged to merchant by Uber for using Ubers delivery network ,Tax on delivery network fee charged to merchant by Uber,A flat % fee on the basket charged by Uber to merchants for processing every order ,"Where delivery fee is greater than cost of delivery, this is equal to (delivery fee minus the cost of delivery) where applicable",Tax on service fee charged by merchants to eaters,"For merchants who perform their own delivery, the tip from the Eater to the courier",Amount directed to Merchant Capital payments,Description of adhoc one-time payments or charges from Uber to the merchant,"All miscellaneous payments like Ad payments, Ad credits etc. inclusive of tax",Sales tax Uber Eats is required to pay in jurisdictions with marketplace facilitator laws ,"As required by the IRS, a % withheld from payments if the EIN/TIN is missing or does not match IRS records.",Total payout associated with this order (negative if associated with a refund)  Sales + Adjustments - promotions + marketing adjustment + Bag fee + delivery fee (self delivery) + tips (self-delivery) - marketplace fee +/- Other payments - marketplace facilitator tax  (incl tax where applicable),Date payout initiated by Uber (generally the Monday following the prior week),Amount commercially agreed to between Merchant and Uber added on a per item basis and charged to the Eater on Merchant’s behalf	,Applicable taxes due on the Markup Amount,"This is the ID from retailers, used to identify retailer loyalty customers",The reference ID for identifying the payout related to this order in the Payout Summary Report CSV
Store Name,Store ID,Order ID,Workflow ID,Dining Mode,Payment Mode,Order Channel,Order Status,Order Date,Order Accept Time,Customer Uber-Membership Status,Sales (excl. tax),Tax on Sales,Sales (incl. tax),Order Error Adjustments,Tax on Order Error Adjustments,Order Error Adjustments (incl. tax),Price adjustments (excl. tax),Tax on Price Adjustments,Offers on items (incl. tax),Tax On Offers on items,Delivery Offer Redemptions (incl. tax),Tax On Delivery Offer Redemptions,Offer Redemption Fee,Bag Fee,Marketing Adjustment,Total Sales after Adjustments (incl tax),Marketplace Fee,Marketplace fee %,Tax on Marketplace Fee,Delivery Network Fee,Tax on Delivery Network Fee,Order Processing Fee,Delivery Fee,Tax On Delivery Fee,Tips,Capital payments,Other payments description,Other payments,Marketplace Facilitator Tax,Backup Withholding Tax,Total payout ,Payout Date,Markup Amount,Markup Tax,Retailer Loyalty ID,Payout reference ID
Capriotti's Sandwich Shop (NV051),51|15631,#93EF5,2246eff1-30b3-4afa-b39b-9143acf93ef5,Pickup,Digital,UberEats iOS,Completed,10/25/25,1:52 PM,Non-member,31.97,2.68,34.65,0,0,0,0,0,0,0,0,0,0,0,0,34.65,-3.2,10,0,0,0,0,0,0,0,0,,0,-2.68,0,28.77,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,#13A67,d78301bc-806a-445b-9e91-da9169513a67,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,5:18 PM,Non-member,15.59,1.31,16.9,0,0,0,0,0,0,0,0,0,0,0,0,16.9,-2.81,18,0,0,0,0,0,0,0,0,,0,-1.31,0,12.78,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,,,,,UberEats Unknown,,10/26/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-0.44,0,0,-0.44,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,#5CB73,ad40b2b0-d714-452d-b37d-fdfaca65cb73,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,2:38 PM,Uber One member,16.56,1.39,17.95,0,0,0,0,0,-5,-0.42,0,0,0,0,0,12.95,-2.43,21,0,0,0,0,0,0,0,0,,0,-0.97,0,9.13,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,#C2F58,84b141c8-187c-4bc5-9b40-afe12e0c2f58,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,5:47 PM,Non-member,15.59,1.31,16.9,0,0,0,0,0,0,0,0,0,0,0,0,16.9,-2.81,18,0,0,0,0,0,0,0,0,,0,-1.31,0,12.78,,0,0,,
Capriotti's Sandwich Shop (NV051),51|15631,#E2783,6f8e2b5c-4770-4a94-a654-ed88201e2783,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,5:51 PM,Uber One member,30.35,2.54,32.89,0,0,0,0,0,0,0,0,0,0,0,0,32.89,-6.37,21,0,0,0,0,0,0,0,0,,0,-2.54,0,23.98,,0,0,,
Capriotti's Sandwich Shop (DE100320),320|182079,,,,,UberEats Unknown,,10/20/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-1.12,0,0,-1.12,,0,0,,
Capriotti's Sandwich Shop (DE100320),320|182079,#A53F2,55b0b14a-ca65-4fde-a76b-05e8520a53f2,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/21/25,10:56 AM,Uber One member,28.78,0,28.78,0,0,0,0,0,0,0,0,0,0,0,0,28.78,-6.04,21,0,0,0,0,0,0,0,0,,0,0,0,22.74,,0,0,,
Capriotti's Sandwich Shop (DE100320),320|182079,#FEBA9,92463f40-bb68-4e2c-8229-734cc2ffeba9,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/21/25,11:55 AM,Non-member,32.97,0,32.97,0,0,0,0,0,0,0,0,0,0,0,0,32.97,-5.93,18,0,0,0,0,0,0,0,0,,0,0,0,27.04,,0,0,,
Capriotti's Sandwich Shop (DE100320),320|182079,#5A74F,aae56000-3343-48bf-87c8-25509a05a74f,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/21/25,12:38 PM,Uber One member,19.99,0,19.99,0,0,0,0,0,0,0,0,0,0,0,0,19.99,-4.2,21,0,0,0,0,0,0,0,0,,0,0,0,15.79,,0,0,,
Capriotti's Sandwich Shop (DE100320),320|182079,#5E15C,dc6859a7-1899-4fac-acad-a33009e5e15c,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/21/25,12:05 PM,Non-member,17.49,0,17.49,0,0,0,0,0,0,0,0,0,0,0,0,17.49,-3.15,18,0,0,0,0,0,0,0,0,,0,0,0,14.34,,0,0,,
Capriotti's Sandwich Shop (DE100320),320|182079,#10FC2,3dfdd2b4-109d-4d6c-8da4-0ca15f910fc2,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/22/25,11:08 AM,Non-member,26.37,0,26.37,0,0,0,0,0,0,0,0,0,0,0,0,26.37,-4.75,18,0,0,0,0,0,0,0,0,,0,0,0,21.62,,0,0,,
Capriotti's Sandwich Shop (DE100320),320|182079,#93E92,3611f3f2-e819-401b-b497-d422d3893e92,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/22/25,11:57 AM,Uber One member,36.28,0,36.28,0,0,0,0,0,0,0,0,0,0,0,0,36.28,-7.62,21,0,0,0,0,0,0,0,0,,0,0,0,28.66,,0,0,,
Capriotti's Sandwich Shop (DE100320),320|182079,#DD2D2,20b591c0-5ad1-4d7e-969c-f215964dd2d2,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/22/25,12:08 PM,Non-member,11.28,0,11.28,0,0,0,0,0,0,0,0,0,0,0,0,11.28,-2.03,18,0,0,0,0,0,0,0,0,,0,0,0,9.25,,0,0,,
Capriotti's Sandwich Shop (DE100320),320|182079,#4FB4C,fe05f233-8133-4f68-b0f8-ba1991a4fb4c,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,12:38 PM,Non-member,31.28,0,31.28,0,0,0,0,0,0,0,0,0,0,0,0,31.28,-5.63,18,0,0,0,0,0,0,0,0,,0,0,0,25.65,,0,0,,
Capriotti's Sandwich Shop (DE100320),320|182079,#9A636,2736346e-00be-47ef-af40-2004c2b9a636,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,2:51 PM,Non-member,24.98,0,24.98,0,0,0,0,0,0,0,0,0,0,0,0,24.98,-4.5,18,0,0,0,0,0,0,0,0,,0,0,0,20.48,,0,0,,
Capriotti's Sandwich Shop (DE100320),320|182079,,,,,UberEats Unknown,,10/24/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-1.42,0,0,-1.42,,0,0,,
Capriotti's Sandwich Shop (DE100320),320|182079,,,,,UberEats Unknown,,10/25/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-1.77,0,0,-1.77,,0,0,,
Capriotti's Sandwich Shop (DE100320),320|182079,#10A1E,54e362d4-b6b7-49bd-805f-cd38c2210a1e,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,10:54 AM,Uber One member,41.37,0,41.37,0,0,0,0,0,0,0,0,0,0,0,0,41.37,-8.69,21,0,0,0,0,0,0,0,0,,0,0,0,32.68,,0,0,,
Capriotti's Sandwich Shop (DE100320),320|182079,#564BF,79b15e6a-bc45-4da2-8f82-67009b1564bf,Delivery - Partner Using Uber App,Digital,UberEats Web,Completed,10/25/25,4:30 PM,Non-member,48.77,0,48.77,0,0,0,0,0,0,0,0,0,0,0,0,48.77,-8.78,18,0,0,0,0,0,0,0,0,,0,0,0,39.99,,0,0,,
Capriotti's Sandwich Shop (DE100320),320|182079,,,,,UberEats Unknown,,10/26/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-1,0,0,-1,,0,0,,
Capriotti's Sandwich Shop (DE100320),320|182079,#CB5C0,907dfdae-066d-4085-8ab6-9efd546cb5c0,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,1:08 PM,Uber One member,34.98,0,34.98,0,0,0,0,0,0,0,0,0,0,0,0,34.98,-7.35,21,0,0,0,0,0,0,0,0,,0,0,0,27.63,,0,0,,
Capriotti's Sandwich Shop (DE100320),320|182079,#9BB41,10f3ff31-06f0-47b6-96e0-14ac0419bb41,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,5:29 PM,Uber One member,17.18,0,17.18,0,0,0,0,0,0,0,0,0,0,0,0,17.18,-3.61,21,0,0,0,0,0,0,0,0,,0,0,0,13.57,,0,0,,
Capriotti's Sandwich Shop (CA100453),CA100453,#449B8,ccf2c592-66b6-4deb-9d15-9954f19449b8,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/20/25,11:22 AM,Uber One member,32.58,2.86,35.44,0,0,0,0,0,0,0,0,0,0,0,0,35.44,-6.84,21,0,0,0,0,0,0,0,0,,0,-2.86,0,25.74,,0,0,,
Capriotti's Sandwich Shop (CA100453),CA100453,#30D37,217f3130-494e-4679-8e01-fa1b0b630d37,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/20/25,11:55 AM,Uber One member,31.16,2.73,33.89,0,0,0,0,0,0,0,0,0,0,0,0,33.89,-6.54,21,0,0,0,0,0,0,0,0,,0,-2.73,0,24.62,,0,0,,
Capriotti's Sandwich Shop (CA100453),CA100453,#9F90C,671ae060-5fdc-4be1-a484-58bbe479f90c,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/21/25,12:15 PM,Uber One member,23.78,2.09,25.87,0,0,0,0,0,0,0,0,0,0,0,0,25.87,-4.99,21,0,0,0,0,0,0,0,0,,0,-2.09,0,18.79,,0,0,,
Capriotti's Sandwich Shop (CA100453),CA100453,#FFED9,cd79b9b7-733a-4783-8935-73cea2bffed9,Delivery - Partner Using Uber App,Digital,Postmates Android,Completed,10/22/25,12:09 PM,Uber One member,28.78,2.52,31.3,0,0,0,0,0,0,0,0,0,0,0,0,31.3,-6.04,21,0,0,0,0,0,0,0,0,,0,-2.52,0,22.74,,0,0,,
Capriotti's Sandwich Shop (CA100453),CA100453,#39096,8692c35f-2609-43de-bdac-b934b4a39096,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/22/25,11:51 AM,Uber One member,20.58,1.81,22.39,0,0,0,0,0,0,0,0,0,0,0,0,22.39,-4.32,21,0,0,0,0,0,0,0,0,,0,-1.81,0,16.26,,0,0,,
Capriotti's Sandwich Shop (CA100453),CA100453,#E6CAA,2d0b187b-2985-4b7b-b136-4c693e9e6caa,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,1:33 PM,Non-member,67.95,5.27,73.22,0,0,0,0,0,0,0,0,0,0,0,0,73.22,-12.23,18,0,0,0,0,0,0,0,0,,0,-5.27,0,55.72,,0,0,,
Capriotti's Sandwich Shop (DE100158),158|182170,#588B9,26d607bb-097a-4551-864e-d0dcd71588b9,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/22/25,12:10 PM,Non-member,18.79,0,18.79,0,0,0,0,0,0,0,0,0,0,0,0,18.79,-3.76,20,0,0,0,0,0,0,0,0,,0,0,0,15.03,,0,0,,
Capriotti's Sandwich Shop (DE100158),158|182170,,,,,UberEats Unknown,,10/24/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-1.28,0,0,-1.28,,0,0,,
Capriotti's Sandwich Shop (DE100158),158|182170,#7DD6C,0ee907e0-79ae-4f59-a27e-4e430e17dd6c,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/24/25,5:30 PM,Uber One member,23.38,0,23.38,0,0,0,0,0,0,0,0,0,0,0,0,23.38,-5.14,22,0,0,0,0,0,0,0,0,,0,0,0,18.24,,0,0,,
Capriotti's Sandwich Shop (DE100158),158|182170,#EC13C,68599f58-e7e9-4979-adab-ba48c65ec13c,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/25/25,10:59 AM,Non-member,26.56,0,26.56,0,0,0,0,0,0,0,0,0,0,0,0,26.56,-5.31,20,0,0,0,0,0,0,0,0,,0,0,0,21.25,,0,0,,
Capriotti's Sandwich Shop (DE100158),158|182170,#A768C,11696377-d9ff-45d9-abe2-0e79521a768c,Pickup,Digital,UberEats iOS,Completed,10/25/25,2:59 PM,Non-member,17.49,0,17.49,0,0,0,0,0,0,0,0,0,0,0,0,17.49,-1.05,6,0,0,0,0,0,0,0,0,,0,0,0,16.44,,0,0,,
Capriotti's Sandwich Shop (DE100158),158|182170,,,,,UberEats Unknown,,10/26/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-1.01,0,0,-1.01,,0,0,,
Capriotti's Sandwich Shop (DE100158),158|182170,#B3DB8,43cd49a5-7f94-4e6a-a365-21a4703b3db8,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,4:29 PM,Uber One member,19.99,0,19.99,0,0,0,0,0,0,0,0,0,0,0,0,19.99,-4.4,22,0,0,0,0,0,0,0,0,,0,0,0,15.59,,0,0,,
Capriotti's Sandwich Shop (DE025),de025|15612,,,,,UberEats Unknown,,10/20/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-0.04,0,0,-0.04,,0,0,,
Capriotti's Sandwich Shop (DE025),de025|15612,#E0CE5,287f4070-a8dd-43cb-a217-2303bd4e0ce5,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/20/25,7:18 PM,Non-member,32.76,0,32.76,0,0,0,0,0,0,0,0,0,0,0,0,32.76,-5.9,18,0,0,0,0,0,0,0,0,,0,0,0,26.86,,0,0,,
Capriotti's Sandwich Shop (DE025),de025|15612,#8CD0D,d43363ce-525a-47f6-a763-64932d98cd0d,Delivery - Partner Using Uber App,Digital,UberEats Web,Completed,10/23/25,5:22 PM,Non-member,45.47,0,45.47,0,0,0,0,0,0,0,0,0,0,0,0,45.47,-8.18,18,0,0,0,0,0,0,0,0,,0,0,0,37.29,,0,0,,
Capriotti's Sandwich Shop (DE025),de025|15612,#9FE06,49037d5d-8905-43f3-8dba-90d704d9fe06,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,5:19 PM,Uber One member,104.56,0,104.56,0,0,0,0,0,0,0,0,0,0,0,0,104.56,-21.96,21,0,0,0,0,0,0,0,0,,0,0,0,82.6,,0,0,,
Capriotti's Sandwich Shop (PA080),80|15655,,,,,UberEats Unknown,,10/20/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-15.89,0,0,-15.89,,0,0,,
Capriotti's Sandwich Shop (PA080),80|15655,#A8E55,7ae6476a-285e-42d6-a11e-322615da8e55,Delivery - Partner Using Uber App,Digital,Postmates iOS,Completed,10/20/25,12:18 PM,Uber One member,21.27,1.28,22.55,0,0,0,0,0,0,0,0,0,0,0,0,22.55,-4.47,21,0,0,0,0,0,0,0,0,,0,-1.28,0,16.8,,0,0,,
Capriotti's Sandwich Shop (PA080),80|15655,#6D84F,3f8d3a80-15e2-4263-ae6d-6d8de8c6d84f,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/20/25,1:00 PM,Uber One member,34.78,2.09,36.87,0,0,0,0,0,0,0,0,0,0,0,0,36.87,-7.3,21,0,0,0,0,0,0,0,0,,0,-2.09,0,27.48,,0,0,,
Capriotti's Sandwich Shop (PA080),80|15655,#11D01,a872cb04-7c1a-4664-b58c-12d9af211d01,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/20/25,4:14 PM,Non-member,21.58,1.29,22.87,0,0,0,0,0,0,0,0,0,0,0,0,22.87,-3.88,18,0,0,0,0,0,0,0,0,,0,-1.29,0,17.7,,0,0,,
Capriotti's Sandwich Shop (PA080),80|15655,#D5227,ab72884b-ee91-41b5-834a-a4276f1d5227,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/20/25,5:28 PM,Non-member,32.38,1.94,34.32,0,0,0,0,0,0,0,0,0,0,0,0,34.32,-5.83,18,0,0,0,0,0,0,0,0,,0,-1.94,0,26.55,,0,0,,
Capriotti's Sandwich Shop (PA080),80|15655,#86687,2949412b-7cc8-4df3-93cb-117fd5586687,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/20/25,5:53 PM,Uber One member,20.38,1.23,21.61,0,0,0,0,0,0,0,0,0,0,0,0,21.61,-4.28,21,0,0,0,0,0,0,0,0,,0,-1.23,0,16.1,,0,0,,
Capriotti's Sandwich Shop (PA080),80|15655,#8EBC7,f9eef46c-067b-40d6-bce9-d9a52388ebc7,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/20/25,6:06 PM,Uber One member,16.67,1,17.67,0,0,0,0,0,0,0,0,0,0,0,0,17.67,-3.5,21,0,0,0,0,0,0,0,0,,0,-1,0,13.17,,0,0,,
Capriotti's Sandwich Shop (PA080),80|15655,#04516,bcc8c452-b8f1-41f6-a8ad-dbf540604516,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/20/25,6:00 PM,Non-member,13.19,0.8,13.99,0,0,0,0,0,0,0,0,0,0,0,0,13.99,-2.37,18,0,0,0,0,0,0,0,0,,0,-0.8,0,10.82,,0,0,,
Capriotti's Sandwich Shop (PA080),80|15655,,,,,UberEats Unknown,,10/21/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-9.24,0,0,-9.24,,0,0,,
Capriotti's Sandwich Shop (PA080),80|15655,,,,,UberEats Unknown,,10/21/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-0.95,0,0,-0.95,,0,0,,
Capriotti's Sandwich Shop (PA080),80|15655,#CCB31,97c58333-a719-4a0f-8db4-b4dc8ebccb31,Delivery - Partner Using Uber App,Digital,UberEats Web,Completed,10/21/25,10:37 AM,Non-member,26.39,1.59,27.98,0,0,0,0,0,0,0,0,0,0,0,0,27.98,-4.75,18,0,0,0,0,0,0,0,0,,0,-1.59,0,21.64,,0,0,,
Capriotti's Sandwich Shop (PA080),80|15655,#26FE8,ccfb3732-45de-4ea0-85bc-3b696c126fe8,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/21/25,2:41 PM,Non-member,9.99,0.6,10.59,0,0,0,0,0,0,0,0,0,0,0,0,10.59,-1.8,18,0,0,0,0,0,0,0,0,,0,-0.6,0,8.19,,0,0,,
Capriotti's Sandwich Shop (PA080),80|15655,#5035E,e7c625ea-011f-4a35-bad0-1a7f2e55035e,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/21/25,6:33 PM,Non-member,27.36,1.64,29,0,0,0,0,0,0,0,0,0,0,0,0,29,-4.92,18,0,0,0,0,0,0,0,0,,0,-1.64,0,22.44,,0,0,,
Capriotti's Sandwich Shop (PA080),80|15655,#5035E,e7c625ea-011f-4a35-bad0-1a7f2e55035e,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund,10/21/25,6:33 PM,Non-member,0,0,0,-3.19,-0.2,-3.39,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0.2,0,-3.19,,0,0,,
Capriotti's Sandwich Shop (PA080),80|15655,,,,,UberEats Unknown,,10/22/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-13.79,0,0,-13.79,,0,0,,
Capriotti's Sandwich Shop (PA080),80|15655,,,,,UberEats Unknown,,10/22/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-0.67,0,0,-0.67,,0,0,,
Capriotti's Sandwich Shop (PA080),80|15655,#ED7CB,3587229c-3207-429f-b31d-68f8193ed7cb,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/22/25,11:28 AM,Uber One member,29.98,1.81,31.79,0,0,0,0,0,0,0,0,0,0,0,0,31.79,-6.3,21,0,0,0,0,0,0,0,0,,0,-1.81,0,23.68,,0,0,,
Capriotti's Sandwich Shop (PA080),80|15655,#679FA,3a57f506-2211-4159-bc78-f353ce1679fa,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/22/25,12:39 PM,Non-member,23.98,1.44,25.42,0,0,0,0,0,0,0,0,0,0,0,0,25.42,-4.32,18,0,0,0,0,0,0,0,0,,0,-1.44,0,19.66,,0,0,,
Capriotti's Sandwich Shop (PA080),80|15655,#C93C6,262833cb-dece-4464-85fe-f2d16bbc93c6,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/22/25,1:19 PM,Uber One member,28.77,1.74,30.51,0,0,0,0,0,0,0,0,0,0,0,0,30.51,-6.04,21,0,0,0,0,0,0,0,0,,0,-1.74,0,22.73,,0,0,,
Capriotti's Sandwich Shop (PA080),80|15655,#35CB2,955f78c9-76e1-49e7-8768-7559a3135cb2,Delivery - Partner Using Uber App,Digital,UberEats Web,Completed,10/22/25,2:06 PM,Non-member,36.77,2.21,38.98,0,0,0,0,0,0,0,0,0,0,0,0,38.98,-6.62,18,0,0,0,0,0,0,0,0,,0,-2.21,0,30.15,,0,0,,
Capriotti's Sandwich Shop (PA080),80|15655,#1787D,ea3c8ff0-cf66-4dc0-9f77-d72ab9e1787d,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/22/25,2:47 PM,Non-member,15.59,0.93,16.52,0,0,0,0,0,0,0,0,0,0,0,0,16.52,-2.81,18,0,0,0,0,0,0,0,0,,0,-0.93,0,12.78,,0,0,,
Capriotti's Sandwich Shop (PA080),80|15655,#3FB4A,3c9b6e86-5a78-411e-bb02-886c7183fb4a,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/22/25,6:39 PM,Non-member,58.77,3.53,62.3,0,0,0,0,0,0,0,0,0,0,0,0,62.3,-10.58,18,0,0,0,0,0,0,0,0,,0,-3.53,0,48.19,,0,0,,
Capriotti's Sandwich Shop (PA080),80|15655,,,,,UberEats Unknown,,10/23/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-4.24,0,0,-4.24,,0,0,,
Capriotti's Sandwich Shop (PA080),80|15655,#4720C,13a6edc3-b30c-4550-a32e-f9286c24720c,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,11:03 AM,Non-member,20.38,1.22,21.6,0,0,0,0,0,0,0,0,0,0,0,0,21.6,-3.67,18,0,0,0,0,0,0,0,0,,0,-1.22,0,16.71,,0,0,,
Capriotti's Sandwich Shop (PA080),80|15655,#6EA87,e15ff536-b021-446b-b78d-a2a93cd6ea87,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/23/25,1:24 PM,Uber One member,58.6,3.52,62.12,0,0,0,0,0,0,0,0,0,0,0,0,62.12,-12.31,21,0,0,0,0,0,0,0,0,,0,-3.52,0,46.29,,0,0,,
Capriotti's Sandwich Shop (PA080),80|15655,#BFDA1,286141e5-54db-4eb5-96c8-54754f6bfda1,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,3:38 PM,Uber One member,27.18,1.64,28.82,0,0,0,0,0,0,0,0,0,0,0,0,28.82,-5.71,21,0,0,0,0,0,0,0,0,,0,-1.64,0,21.47,,0,0,,
Capriotti's Sandwich Shop (PA080),80|15655,#7FB14,875ed3d9-396d-4c26-844f-aa2235b7fb14,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,6:24 PM,Uber One member,18.18,1.1,19.28,0,0,0,0,0,0,0,0,0,0,0,0,19.28,-3.82,21,0,0,0,0,0,0,0,0,,0,-1.1,0,14.36,,0,0,,
Capriotti's Sandwich Shop (PA080),80|15655,#BDB7F,00e971a3-6649-48f3-8c82-84146f1bdb7f,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,6:07 PM,Uber One member,47.57,2.86,50.43,0,0,0,0,0,0,0,0,0,0,0,0,50.43,-9.99,21,0,0,0,0,0,0,0,0,,0,-2.86,0,37.58,,0,0,,
Capriotti's Sandwich Shop (PA080),80|15655,,,,,UberEats Unknown,,10/24/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-1.99,0,0,-1.99,,0,0,,
Capriotti's Sandwich Shop (PA080),80|15655,#9A495,96b3f471-3e83-41df-a665-230ff0c9a495,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/24/25,12:36 PM,Non-member,16.37,0.99,17.36,0,0,0,0,0,0,0,0,0,0,0,0,17.36,-2.95,18,0,0,0,0,0,0,0,0,,0,-0.99,0,13.42,,0,0,,
